title,author,year,abstract
"Redefining archives in South Africa: Public archives and society in transition, 1990-1996",Harris V.,1996,"For South African archivists, both as South Africans and as archivists, the period 1990- 1996 was at once exciting, frightening, and enriching. A fledgling democracy, with all its growing pains, supplanted the apartheid regime. At the same time a sterile, outmoded archival discourse was vanquished by a successor born of and connecting assuredly with the new societal dynamics. This article provides an account of that transition, with a focus on the sphere of public archives. It begins with a brief analysis of public archives under apartheid. It then explores transformation discourse-one informed by the assumption that archives require redefinition, more precisely reinvention, for a democratic South Africa-firstly from the perspective of process, secondly in terms of the core issues which occupy it. The article's final section offers an assessment of the present position and some thoughts on the future."
Grounding archival description in the functional requirements for evidence,Bearman D.,1996,
When is the future? Comparative notes on the electronic record-keeping projects of the University of Pittsburgh and the University of British Columbia,Marsden P.,1996,
"""Professional education in the most expansive sense"": What will the archivist need to know in the twenty-first century?",Nesmith T.,1996,
"Serving the truth: The importance of fostering archives research in education programmes, including a modest proposal for partnerships with the workplace",Craig B.L.,1996,
"Erratum to: Reclaiming history: Ledger drawings by the assiniboine artist hoiigeeyeesa (Archivaria, 40, (1995), 242)",,1996,
Linchpin imperilled: The functional interpretation of series and the principle of respect des fonds,Zelenyj D.,1996,
Appraising records of the expenditure management function: An exercise in functional analysis,Suderman J.,1996,
"What is past is prologue: A history of archival ideas since 1898, and the future paradigm shift",Cook T.,1996,"This essay analyzes the history of archival thought since the publication of the Dutch Manual a century ago and suggests that from this inspiring past a new conceptual paradigm is emerging for the profession. Ideas of leading or symbolic thinkers within the European, North American, and Australian archival traditions are considered within the context of their times. The focus is on those theorists able to recognize and articulate radical changes in the nature of records, record-creating organizations, record-keeping systems, record uses, and in the wider cultural, legal, technological, social, and philosophical trends in society, as well as the impact of these changes on archival theory and practice. That articulation forms our collective discourse, the metatext or narrative that animates our professional practice, and from it five broad themes are seen to emerge from the evolution of archives over the last one hundred years. For the future, the trends of the century suggest the need to reconceptualize traditional archival principles from a product-focused to a process-oriented activity, to preserve in the best manner the collective memory of nations and peoples."
Maintaining the reliability of aboriginal oral records and their material manifestations: Implications for archival practice,McRanor S.,1996,"It can be argued that the need for truthful memory is universal among human populations. But precisely what constitutes truth and how it is preserved varies across cultures and over time, and disparate perspectives and traditions do not always coexist harmoniously. Based on the notion that the apotheosis of material-based memory by Western laws and values has often led to a depreciation of aboriginal oral traditions, this article contends that understanding the process of oral tradition in its endemic juridical context is essential for archivists who handle the material manifestations of this activity. The argument begins by describing, on a very basic level, an example of an aboriginal method of orally creating, transmitting, and preserving records. This exercise helps to demonstrate that materiality is not the only difference between oral and written records; that is, even if oral accounts become affixed to various media, it cannot be assumed that Western requirements for reliability and authenticity are appropriate to assess their veracity. Consequently, the second part of the article proposes that, to maintain the essential qualities of materially manifested oral evidence of action, meaningful consultation between non-native archival institutions and individual First Nations should be undertaken, even if it results in the repatriation of certain items. Respect for the laws and values of aboriginal communities is critical to ensuring that their records are preserved in culturally appropriate ways."
Health sciences documentation and networked hypermedia: An integrative approach,Gilliland-Swetland A.J.,1996,"The author examines the capabilities and limitations of World Wide Web home pages for disseminating historical materials in the health sciences. She bases her observations on the experiences of the Michigan Digital Historical Initiative (MDHI), a statewide collaborative digital project in the history of the health sciences. She then defines the concept of the ""digital library"" and examines its potential for integrating and increasing physical and intellectual access to health sciences documentation. She asserts that the concept of digital coherence as applied in networked hypermedia environments such as the World Wide Web and digital libraries can lead either to augmentation or to fragmentation of context for digital content. Whether context is augmented or fragmented depends upon the level of conscious planning that goes into system design, and the extent to which actual archival materials as well as descriptive surrogates are included. The author then develops a vision of the functionality and design necessary for the effective inclusion of historical content in digital libraries."
"""Archives and medicine"" revisited: Looking out, looking in, and looking a head",Craig B.,1996,
"Erratum to: Barrett: A passionate political life, (Archivaria, (1996), 42, (140-44))",,1996,
Bookkeeping in the eighteenth century: The grand journal and grand ledger of the hudson's bay company,Grant H.,1996,
"Archival descriptive standards and the archival community: A retrospective, 1996",Stibbe H.L.P.,1996,
Ensuring the preservation of reliable evidence: A research project funded by the NHPRC,Duff W.,1996,"The University of Pittsburgh Electronic Records Project, a three year project funded by the National Historical Publications and Records Commission, identified a set of nineteen functional requirements for electronic evidence. This paper describes the Project's products, including the functional requirements for record-keeping, the production rules, literary warrant, and a metadata model for business-acceptable communications. The paper also reports on the results of research that investigated the effect of corporate culture on the choice of tactics to implement the functional requirements and the influence of literary warrant on the acceptance of functional requirements by lawyers, auditors, and information technologists."
Essiac: The secret life of a document,Clow B.,1996,
The difference best postponed? Cultures and comparative archival science,Ketelaar E.,1997,
Building record-keeping systems: Archivists are not alone on the wild frontier,Hedstrom M.,1997,"Recent research on electronic records has produced proposals and models for adding functionality and procedural controls to information systems so that systems can protect the authenticity and integrity of records. This article reviews several electronic records management projects led by archivists and then explores recent developments in network security and authentication based on research outside the archival community. Focusing primarily on the development of ""trusted systems"" to support electronic commerce and digital publishing, the article evaluates alternative methodologies which offer partial solutions to electronic record-keeping concerns. It suggests ways in which methodologies for trusted systems are compatible with archival objectives, but also raises concerns about long-term preservation and accessibility."
Connecting archives and the classroom,Anne Cook S.,1997,"This paper explores some components of the debate relating to the professional role of archivists, especially as it has evolved to include or marginalize educational initiatives through public programming. It contrasts the approaches taken by archives and museums to the challenge of public programming in an era of reduced resources. It also considers the changing professional needs of educators as they cope with the demands of an increasingly sophisticated cumculum in a period of mainstreamed classes and reduced budgets. Some of the possibilities for professional partnerships, as demonstrated through the recently-developed educational kit, Canada's Prime Ministers, will also be suggested."
Strategies for searching online finding aids: A retrieval experiment,Hutchinson T.,1997,"The archival community has recently been increasing its efforts to establish a presence on the World Wide Web; one aspect of this of particular interest is the move to make finding aids available online. For example, the emerging Encoded Archival Description (EAD) standard is one approach to this effort. This article is a report of a retrieval experiment, using finding aids available through the web sites at the San Diego and Berkeley campuses of the University of California, that was designed to test various methods of searching online archival descriptions. The precision and recall measures of four searching methods were compared: searching entire finding aids, searching introductory material to finding aids, searching introductory material to finding aids enhanced by controlled vocabulary terms, and searching collection-level catalogue records. As expected from similar studies in library and information science, recall increased and precision decreased as the length of the description increased. Significantly, however, the decrease in precision was sharper than the corresponding increase in recall, and the retrieval success of summary descriptions (introductory material and catalogue records) was higher than might have been expected. Implications of these findings, and suggestions for further research. are discussed."
Places apart: Archives in dissolving space and time,Dodge B.,1997,
"Claiming less, delivering more: A critique of Positivist formulations on archives in South Africa",Harris V.,1997,
"Death of a renaissance record-keeper: The murder of Tomasso da Tortona in Ferrara, 1385",Brown R.,1997,"Beginning with a description of the murder of an Italian record-keeper at the hands of an angry mob in the late fourteenth century, this essay explores the historical background of official records destruction during the Renaissance, looking beyond its fundamental purpose as the logical outcome of a bureaucratic process purely of administrative- juridical ethos. Using the example of the chancellery of Ferrara under the Este princes circa 1350- 1500, it first exposes a record-keeping regime which was susceptible to all manner of bribery, corruption, and political intrigue, leading to the creation, falsification, and destruction of official documents for many reasons other than the preservation of the ""public truth"" following established principles and procedures. From another perspective, the essay also places records destruction in a socio-cultural context as an integral part of the annual festivities of the ceremonial city, which eventually witnessed the invention of three special public rituals of records destruction associated with significant religious commemorations. By establishing this broader socio-cultural and political background for record-keeping and records destruction, some recent archival interpretations of the medieval and early modem historical past are challenged, and questions are posed about their relevance to the theory and practice of contemporary archivy."
"The great war, archives, and modern memory",McIntosh R.,1998,"A debate has emerged within the archival community: is the archivist a creator of our memory of the past, or merely a helper to the actual creators? One school of thought defines the archivist as the ""guardian"" of the record, whose role is to preserve it and make it available to others, the creators of our knowledge of the past. An alternative school defines the archivist as an autonomous creator, as the author of the archival record. From this perspective, archivists play a critical role in the creation of society's memory, and, its logical obverse, in creating silences - gaps in our knowledge of the past - across the spectrum of our professional work. This article examines this debate in a narrow context, the Canadian military record of the First World War, by presenting, first, a narrative of the history of this record and the two contemporary archival strategies employed to document the war. Second, very briefly, it considers how subsequent archivists have made judgements of value respecting these records by giving them an ""archival profile."" Third, by way of a conclusion, it offers observations about the archivist as author, as a creator of memory. This paper is a response to Terry Cook's call for the examination by archivists of ""our own politics of memory"" - an exploration of what is remembered and what forgotten, as reflected across all archival functions."
The archives to researchers: The respect of funds and II accbs information in archival services,Lambert J.,1998,"While encouraging the pursuit of new techniques and technologies designed to facilitate access to archival information, the author asserts that two proven tools will continue to underpin them and compensate for their inherent weaknesses; those tools are the experience of the archivist and the principle of respect des fonds. Whether the archivist be in direct contact with the researcher or whether his presence be felt indirectly via the research tools he creates, he or she is, more than a mere intermediary between the information and the user, a veritable mediator, and indeed, a broker of information, on whom may well depend the success of a given research activity. Finally, the principle of respect des fonds remains a tool of access for the future because the fonds, being a reflection of the context of the creation of information rather that its use by anyone other than its creator, is a mirror that is adjustable to the needs of all researchers, without favouring any, from the basic information hunter to the most reflective seeker of meaning."
Applying Mintzberg'S theories on organizational configuration to archival appraisal,Lemieux V.,1998,"This article applies Henry Mintzberg's theories on organizational configuration to archival appraisal as a means of demonstrating how organizational theory can inform archival theory. The article presents a number of record-keeping and archival appraisal hypotheses based on Mintzberg's theories. It then compares these hypotheses to appraisal case studies by Helen Samuels and JoAnne Yates as a means of verifying the validity of the hypotheses. Finally, a methodology is presented for applying Mintzberg's theories to conduct appraisal. The article concludes that Mintzberg's theories, and the record-keeping and appraisal hypotheses derived from them, provide archivists with a faster and more precise means of identifying sites of archivally significant records than existing appraisal theories and strategies. It further concludes that, given the utility of Mintzberg's theories for archival appraisal, organizational theory offers great potential for informing archival theory."
Transforming the crazy quilt: Archival displays from a users' point of view,Duff W.,1998,"This paper reports on the results of a focus group study to obtain users' opinions on the content and format of displays in archival information systems. The study addressed two questions: what information about archival materials would users like to see displayed in online public access catalogues or on the web and how would they like the material displayed? Participants evaluated an Encoded Archival Description display, displays taken from four existing archival information systems, and a sixth specially created display based on guidelines on bibliographic displays. The present study produced a number of findings, for example that users had problems interpreting information regarding physical description and dates of creation and that many were confused by use of the word ""fonds."" The paper concludes with suggestions for designing more usable displays."
"Erratum to: ""Strategies for searching online finding aids"": A Retrieval experiment, (Archivaria, 44, (85))",,1998,
Discharging our debt: The evolution of the total archives concept in English Canada,Millar L.,1998,"In this article, the author examines the history of the ""total archives"" concept in Canadian archives. The author argues that the essence of ""total archives"" came from an acceptance of public responsibility for the preservation of a wide range of archival materials, in all media and from all sources, in order to preserve society's documentary heritage. The author then considers the evolution of the total archives concept into the vision of an archival system and discusses how that system is being affected by archival, social, economic, and technological realities. The author suggests that the acquisition of ""non-institutional"" archival records, that is, those records created by organizations or individuals other than a repository's sponsoring agency, is in decline and argues that the ultimate goal of archival management is being obscured in the search for new strategies to administer records and archives systems in an increasingly administratively and technologically complex environment."
The tuol sleng archives and the Cambodian genocide,Adam D.,1998,"The purposes of this paper are, first of all, to describe how the Khmer Rouge documented the genocide they committed against their fellow Cambodians, with particular emphasis on the records created, used, and stored at the Tuol Sleng Incarceration Centre; secondly, to describe the bureaucracy the Khmer Rouge created that supported their documentation activities; thirdly, to suggest some reasons why they documented their activities so extensively; and finally, to describe the disposition of their records and the uses to which they are now being put. The paper concludes with a discussion of the importance of the Tuol Sleng archives to the Cambodian people's and international community's pursuit of justice."
"""The surest proof "": A utilitarian approach to appraisal",Greene M.,1998,"What follows is an analysis of the role of research use in making appraisal and reappraisal decisions at the series level. Building on the ""Minnesota Method"" approach to selection and appraisal of modem business records as described in a paper published in The Records of American Business, this article analyses and assesses application of the Minnesota Method's appraisal criteria, using three studies of rates of use of business records by scholars and the general public. Ultimately, the validity of use as an appraisal criteria comes down to the fundamental question: what are archives? If archives are objectively identifiable evidence of business transactions then use is irrelevant as an appraisal consideration. However, if (as Terry Eastwood has said), ""archives are social creations for social purposes"" that have no validity aside from the value that an institution or society places on them, then use is the only measurement we have of that value (and of the success of archives operations as a whole). After examining the pros and cons of use as an appraisal criterion and the results of the three studies, the author concludes that ""use of the archives and the growth of its reputation"" is the ""surest proof of sound records appraisal""."
Counting archives in: The appraisal of the 1991 census of Canada,Piché J.,1998,"This article is a detailed study of the circumstances, methodology, and findings of the National Archives of Canada's archival appraisal of the data resulting from the 1991 Census of Canada. The authors provide an analysis of the census data - in both anonymized and name identified form - in paper, microfilm, and electronic media. Through their research into the creation and uses of demographic data, the collection of census data from Canadians, and the manipulation of the data by Statistics Canada to render it valid for statistical use, the authors determined that it was necessary to preserve the name identified data provided on census forms by individual Canadians, the anonymized data that is made widely-available for research by Statistics Canada, and evidence of the changes made to the data by Statistics Canada in order to render it statistically ""clean."" The authors conclude with a discussion of their final appraisal recommendations and the agreement reached between the National Archives of Canada and Statistics Canada to preserve data."
Letters to the editor,Weinberg D.M.,1998,
"Memos and minutes: Arnold Heeney, the cabinet war committee, and the establishment of a Canadian cabinet secretariat during the Second World War",Masschaele B.,1998,"Canada's federal cabinet did not create and maintain records such as minutes until March 1940, when the duties of the Clerk of the Privy Council were amended to include serving in a secretarial capacity to Cabinet. In the context of Cabinet's long tradition of in camera proceedings, this was a significant development. It was only adopted, at least initially, because of the peculiar circumstances brought on by the Second World War. Simply put, Cabinet needed a more efficient system of making and communicating its decisions because of their urgent nature. The position of Secretary to the Cabinet was thus established so that the Secretary could acquire supporting documentation, create agendas, maintain minutes, and follow up on decisions on behalf of the Cabinet War Committee (which for all intents and purposes replaced the Cabinet during the war). Arnold Heeney was the first person to occupy the amended position of Clerk of the Privy Council and Secretary to the Cabinet. Heeney successfully established a non-partisan secretariat to serve Cabinet basing it on a British precedent - all this despite initial reservations from Prime Minister Mackenzie King. This article examines the evolution of the Cabinet Secretariat and the record-keeping system that it put into place during the Second World War. It then uses this information to gain further insight into the evidence contained in these records."
Research questions as Study material for the users processing record,Gagnon-Arguin L.,1998,"User studies are a preoccupation among archivists. Future studies will have to take into account the standardization of descriptions of archival fonds that has emerged with the adoption of the Rules for Archival Description (RAD) and the communications protocols which give access through the Internet to the fonds described. Users' queries constitute a material which study may show to be rich in information for both archival description and analysis. After having introduced the ""research question"" and its value as a source of information regarding the user, this article considers ""sense-making"" as a useful analytical method for studying research questions. It then applies this methodology in three phases. The first phase consists of the selection of questions. The second phase pertains to the analysis of the questions and enables a typology of research questions and typology of research strategies to be drawn up. In the third stage, it establishes a relationship between research questions and the treatment of information, namely indexing and description according to RAD, including classification of the subjects of research questions. In conclusion, the author asserts that researchers' autonomy relies on the creation of models based on reference archivists' activities, that users' queries constitute a potential line of connection between reference and processing, and that these questions provide quantifiable data useful in information processing."
The royal proclamation charter for the company of adventurers,Burns T.,1998,"The text of the Royal Proclamation Charter for the Company of Adventurers (2 May 1670) is well known from printed sources. The rights and powers granted to the Hudson's Bay Company by the Charter, as well as challenges to these, have been thoroughly studied. Other features of this document are less familiar. These include the formal and informal administrative procedures which led to the physical production of the Charter, the Charter's documentary form, shape and size, and its language, calligraphy, decoration, and seal. This paper sets out to describe and comment on these features."
The reference: An archival function II full,Munn E.,1998,"The authors present a report on the discussions that took place during a conference organized in November 1997 by the Division of Research Services at the National Archives of Canada on issues connected with reference. The conference program dealt with four major.themes: services to researchers at the dawn of the year 2000, the indexing and description of documents, protection of the rights of authors and their research, and archival service to researchers. The authors summarize the concerns of the participants, who came from diverse working environments and had varying experiences and conceptions of public service. The wealth of these discussions and the importance of the questions which were raised clearly demonstrate that reference is a fundamental part of the archival function."
Old myths in new clothes: Expectations of archives users,Craig B.,1998,"This article discusses public service issues for archives within the new electronic environment, given a clientele increasingly conditioned, in particular, by expectations raised by the Internet. The article suggests the importance of standing back objectively to analyze the true potential of archives in an electronic world. It begins by discussing access to archives material from remote sites within its historical context and briefly reviews market promotion surrounding electronic access, suggesting that its messages are neither totally new nor entirely disinterested. It suggests, however, that we carefully rethink archives' place in an information marketplace. The author contends that the proliferation of computer and communications technologies provide an unprecedented opportunity for archives to extend our client base (while remaining true to core values) - providing that we reach out to new clients, including even casual visitors roaming cyberspace without a set purpose beyond exploration. Archives may secure a special niche in the growing market of electronic information if careful attention is paid to designing services catering to the many levels of interest and knowledge. User studies and effective research tools will make service adjustments matters less of chance than purposeful planning."
Measures of success: Evaluating University of British Columbia's master of archival studies program,Peters E.,1998,"This article presents the findings of a survey of the attitudes of persons who have attended the Master of Archival Studies Program at the University of British Columbia towards the program's effectiveness in preparing them to enter the workforce as archivists or records managers. The findings suggest that, on the whole, graduates are satisfied with the preparation that the program provided, but that they view certain aspects of the program as less effective than others. The article argues that, in general, the success of any professional educational program in preparing its graduates to join the workforce is both a measure of that program's efficacy and the given profession's level of development. It also proposes that it is important to carefully examine the archival education currently offered in order to continue developing curricula appropriate to those entering the archives profession."
Doughty's dream: A visual reminiscence of the public archives,Burant J.,1999,
Describing records in context in the continuum: The Australian Recordkeeping Metadata Schema,McKemmish S.,1999,"The Australian Recordkeeping Metadata Schema (RKMS), approved in July 1999 by its academic and industry steering group, is the major deliverable of an eighteen month Australian collaborative research project reported on in this article. The project's conceptual frame of reference was the Records Continuum Model and the Australian Series System. The RKMS uses recordkeeping understandings to make explicit connections between business, defined broadly to encompass all social and organizational activity, the people or agents who do business, and the records which are by-products of that business. Its vision links the dynamic world of business and social activity to the passive world of information resource management in cyberspace. This article presents the conceptual models developed by the research team as a framework for standardising and defining recordkeeping metadata, introduces the Schema elements, and explores their extensibility through the metamodels employed to enable rigorous structuring and test validity. The capacity of the RKMS to facilitate semantic interoperability by providing a framework for mapping or reading other metadata sets is outlined, followed by a brief discussion of implementation issues and future directions."
"""The next great idea"": Loaning archival collections",Ericson T.,1999,
"Declining Derrida: Integrity, tensegrity, and the preservation of archives from deconstruction",Brothman B.,1999,"Among philosophers, none has shown more interest in the concept of archives than deconstructionist Jacques Derrida. Yet archivists have virtually ignored his work. This essay offers three reasons for this neglect, and then proposes that the relationship between deconstruction and archival practice is best described as one of simultaneous tension and intimacy."
"Review, restructure, and reform: Recordkeeping standards in the New Zealand state sector",Hoyle M.,1999,"This paper examines public management theory and practice as it evolved in New Zealand and considers the role of standard setting as it applies to recordkeeping in this environment. It outlines the development of the recordkeeping profession and establishment of the National Archives in New Zealand as well as the recent reviews and restructuring of the Archives. It discusses the limited culture of standards setting within the New Zealand recordkeeping profession, how a standard-setting group emerged during the restructure of National Archives, and how standards are evolving into regulatory and operational tools for the Archives. In addition, an outline is given of a government-wide initiative focusing on an information management framework and the need for standards to support its principles, as well as a summary of lessons learned in the development of specific recordkeeping standards. Parts of this paper were originally presented at the 1999 Association of Canadian Archivists/Archives Association of Ontario Conference."
